Timestamp (s),Objects Detected
0.0,anomaly
0.03333333333333333,anomaly
0.06666666666666667,anomaly
0.1,anomaly
0.13333333333333333,anomaly
0.16666666666666666,anomaly
0.2,anomaly
0.23333333333333334,anomaly
0.26666666666666666,anomaly
0.3,anomaly
0.3333333333333333,anomaly
0.36666666666666664,anomaly
0.4,anomaly
0.43333333333333335,anomaly
0.4666666666666667,anomaly
0.5,anomaly
0.5333333333333333,anomaly
0.5666666666666667,anomaly
0.6,anomaly
0.6333333333333333,anomaly
0.6666666666666666,anomaly
0.7,anomaly
0.7333333333333333,anomaly
0.7666666666666667,anomaly
0.8,anomaly
0.8333333333333334,anomaly
0.8666666666666667,anomaly
0.9,anomaly
0.9333333333333333,anomaly
0.9666666666666667,anomaly
1.0,anomaly
1.0333333333333334,anomaly
1.0666666666666667,anomaly
1.1,anomaly
1.1333333333333333,anomaly
1.1666666666666667,anomaly
1.2,anomaly
1.2333333333333334,anomaly
1.2666666666666666,anomaly
1.3,anomaly
1.3333333333333333,anomaly
1.3666666666666667,anomaly
1.4,anomaly
1.4333333333333333,anomaly
1.4666666666666666,anomaly
1.5,anomaly
1.5333333333333334,anomaly
1.5666666666666667,anomaly
1.6,anomaly
1.6333333333333333,anomaly
1.6666666666666667,anomaly
1.7,anomaly
1.7333333333333334,anomaly
1.7666666666666666,anomaly
1.8,anomaly
1.8333333333333333,anomaly
1.8666666666666667,anomaly
1.9,anomaly
1.9333333333333333,anomaly
1.9666666666666666,anomaly
2.0,anomaly
2.033333333333333,anomaly
2.066666666666667,anomaly
2.1,anomaly
2.1333333333333333,anomaly
2.1666666666666665,anomaly
2.2,anomaly
2.2333333333333334,anomaly
2.2666666666666666,anomaly
2.3,anomaly
2.3333333333333335,anomaly
2.3666666666666667,anomaly
2.4,anomaly
2.433333333333333,anomaly
2.466666666666667,anomaly
2.5,anomaly
2.533333333333333,anomaly
2.566666666666667,anomaly
2.6,anomaly
2.6333333333333333,anomaly
2.6666666666666665,anomaly
2.7,anomaly
2.7333333333333334,anomaly
2.7666666666666666,anomaly
2.8,anomaly
2.8333333333333335,anomaly
2.8666666666666667,anomaly
2.9,anomaly
2.933333333333333,anomaly
2.966666666666667,anomaly
3.0,anomaly
3.033333333333333,anomaly
3.066666666666667,anomaly
3.1,anomaly
3.1333333333333333,anomaly
3.1666666666666665,anomaly
3.2,anomaly
3.2333333333333334,anomaly
3.2666666666666666,anomaly
3.3,anomaly
3.3333333333333335,anomaly
3.3666666666666667,anomaly
3.4,anomaly
3.433333333333333,anomaly
3.466666666666667,anomaly
3.5,anomaly
3.533333333333333,anomaly
3.566666666666667,anomaly
3.6,anomaly
3.6333333333333333,anomaly
3.6666666666666665,anomaly
3.7,anomaly
3.7333333333333334,anomaly
3.7666666666666666,anomaly
3.8,anomaly
3.8333333333333335,anomaly
3.8666666666666667,anomaly
3.9,anomaly
3.933333333333333,anomaly
3.966666666666667,anomaly
4.0,anomaly
4.033333333333333,anomaly
4.066666666666666,anomaly
4.1,anomaly
4.133333333333334,anomaly
4.166666666666667,anomaly
4.2,anomaly
4.233333333333333,anomaly
4.266666666666667,anomaly
4.3,anomaly
4.333333333333333,anomaly
4.366666666666666,anomaly
4.4,anomaly
4.433333333333334,anomaly
4.466666666666667,anomaly
4.5,anomaly
4.533333333333333,anomaly
4.566666666666666,anomaly
4.6,anomaly
4.633333333333334,anomaly
4.666666666666667,anomaly
4.7,anomaly
4.733333333333333,anomaly
4.766666666666667,anomaly
4.8,anomaly
4.833333333333333,anomaly
4.866666666666666,anomaly
4.9,anomaly
4.933333333333334,anomaly
4.966666666666667,anomaly
5.0,anomaly
5.033333333333333,anomaly
5.066666666666666,anomaly
5.1,anomaly
5.133333333333334,anomaly
5.166666666666667,anomaly
5.2,anomaly
5.233333333333333,anomaly
5.266666666666667,anomaly
5.3,anomaly
5.333333333333333,anomaly
5.366666666666666,anomaly
5.4,anomaly
5.433333333333334,anomaly
5.466666666666667,anomaly
5.5,anomaly
5.533333333333333,anomaly
5.566666666666666,anomaly
5.6,anomaly
5.633333333333334,anomaly
5.666666666666667,anomaly
5.7,anomaly
5.733333333333333,anomaly
5.766666666666667,anomaly
5.8,anomaly
5.833333333333333,anomaly
5.866666666666666,anomaly
5.9,anomaly
5.933333333333334,anomaly
5.966666666666667,anomaly
6.0,anomaly
6.033333333333333,anomaly
6.066666666666666,anomaly
6.1,anomaly
6.133333333333334,anomaly
6.166666666666667,anomaly
6.2,anomaly
6.233333333333333,anomaly
6.266666666666667,anomaly
6.3,anomaly
6.333333333333333,anomaly
6.366666666666666,anomaly
6.4,anomaly
6.433333333333334,anomaly
6.466666666666667,anomaly
6.5,anomaly
6.533333333333333,anomaly
6.566666666666666,anomaly
6.6,anomaly
6.633333333333334,anomaly
6.666666666666667,anomaly
6.7,anomaly
6.733333333333333,anomaly
6.766666666666667,anomaly
6.8,anomaly
6.833333333333333,anomaly
6.866666666666666,anomaly
6.9,anomaly
6.933333333333334,anomaly
6.966666666666667,anomaly
7.0,anomaly
7.033333333333333,anomaly
7.066666666666666,anomaly
7.1,anomaly
7.133333333333334,anomaly
7.166666666666667,anomaly
7.2,anomaly
7.233333333333333,anomaly
7.266666666666667,anomaly
7.3,anomaly
7.333333333333333,anomaly
7.366666666666666,anomaly
7.4,anomaly
7.433333333333334,anomaly
7.466666666666667,anomaly
7.5,anomaly
7.533333333333333,anomaly
7.566666666666666,anomaly
7.6,anomaly
7.633333333333334,anomaly
7.666666666666667,anomaly
7.7,anomaly
7.733333333333333,anomaly
7.766666666666667,anomaly
7.8,anomaly
7.833333333333333,anomaly
7.866666666666666,anomaly
7.9,anomaly
7.933333333333334,anomaly
7.966666666666667,anomaly
8.0,anomaly
8.033333333333333,anomaly
8.066666666666666,anomaly
8.1,anomaly
8.133333333333333,anomaly
8.166666666666666,anomaly
8.2,anomaly
8.233333333333333,anomaly
8.266666666666667,anomaly
8.3,anomaly
8.333333333333334,anomaly
8.366666666666667,anomaly
8.4,anomaly
8.433333333333334,anomaly
8.466666666666667,anomaly
8.5,anomaly
8.533333333333333,anomaly
8.566666666666666,anomaly
8.6,anomaly
8.633333333333333,anomaly
8.666666666666666,anomaly
8.7,anomaly
8.733333333333333,anomaly
8.766666666666667,anomaly
8.8,anomaly
8.833333333333334,anomaly
8.866666666666667,anomaly
8.9,anomaly
8.933333333333334,anomaly
8.966666666666667,anomaly
9.0,anomaly
9.033333333333333,anomaly
9.066666666666666,anomaly
9.1,anomaly
9.133333333333333,anomaly
9.166666666666666,anomaly
9.2,anomaly
9.233333333333333,anomaly
9.266666666666667,anomaly
9.3,anomaly
9.333333333333334,anomaly
9.366666666666667,anomaly
9.4,anomaly
9.433333333333334,anomaly
9.466666666666667,anomaly
9.5,anomaly
9.533333333333333,anomaly
9.566666666666666,anomaly
9.6,anomaly
9.633333333333333,anomaly
9.666666666666666,anomaly
9.7,anomaly
9.733333333333333,anomaly
9.766666666666667,anomaly
9.8,anomaly
9.833333333333334,anomaly
9.866666666666667,anomaly
9.9,anomaly
9.933333333333334,anomaly
9.966666666666667,anomaly
10.0,anomaly
10.033333333333333,anomaly
10.066666666666666,anomaly
10.1,anomaly
10.133333333333333,anomaly
10.166666666666666,anomaly
10.2,anomaly
10.233333333333333,anomaly
10.266666666666667,anomaly
10.3,anomaly
10.333333333333334,anomaly
10.366666666666667,anomaly
10.4,anomaly
10.433333333333334,anomaly
10.466666666666667,anomaly
10.5,"not anomaly, anomaly"
10.533333333333333,"not anomaly, anomaly"
10.566666666666666,anomaly
10.6,anomaly
10.633333333333333,anomaly
10.666666666666666,anomaly
10.7,anomaly
10.733333333333333,anomaly
10.766666666666667,anomaly
10.8,anomaly
10.833333333333334,anomaly
10.866666666666667,anomaly
10.9,anomaly
10.933333333333334,anomaly
10.966666666666667,anomaly
11.0,anomaly
11.033333333333333,No objects detected
11.066666666666666,No objects detected
11.1,No objects detected
11.133333333333333,No objects detected
11.166666666666666,No objects detected
11.2,No objects detected
11.233333333333333,No objects detected
11.266666666666667,No objects detected
11.3,No objects detected
11.333333333333334,No objects detected
11.366666666666667,No objects detected
11.4,anomaly
11.433333333333334,anomaly
11.466666666666667,anomaly
11.5,anomaly
11.533333333333333,anomaly
11.566666666666666,anomaly
11.6,anomaly
11.633333333333333,anomaly
11.666666666666666,anomaly
11.7,anomaly
11.733333333333333,anomaly
11.766666666666667,anomaly
11.8,anomaly
11.833333333333334,anomaly
11.866666666666667,anomaly
11.9,anomaly
11.933333333333334,anomaly
11.966666666666667,anomaly
12.0,anomaly
12.033333333333333,anomaly
12.066666666666666,anomaly
12.1,anomaly
12.133333333333333,anomaly
12.166666666666666,anomaly
12.2,anomaly
12.233333333333333,anomaly
12.266666666666667,anomaly
12.3,anomaly
12.333333333333334,anomaly
12.366666666666667,anomaly
12.4,No objects detected
12.433333333333334,anomaly
12.466666666666667,anomaly
12.5,"not anomaly, anomaly"
12.533333333333333,"not anomaly, anomaly"
12.566666666666666,"not anomaly, anomaly"
12.6,"not anomaly, anomaly"
12.633333333333333,"not anomaly, anomaly"
12.666666666666666,"not anomaly, anomaly"
12.7,"not anomaly, anomaly"
12.733333333333333,"not anomaly, anomaly"
12.766666666666667,"not anomaly, anomaly"
12.8,"not anomaly, anomaly"
12.833333333333334,"not anomaly, anomaly"
12.866666666666667,"not anomaly, anomaly"
12.9,"not anomaly, anomaly"
12.933333333333334,"not anomaly, anomaly"
12.966666666666667,"not anomaly, anomaly"
13.0,"not anomaly, anomaly"
13.033333333333333,"not anomaly, anomaly"
13.066666666666666,"not anomaly, anomaly"
13.1,"not anomaly, anomaly"
13.133333333333333,"not anomaly, anomaly"
13.166666666666666,"not anomaly, anomaly"
13.2,"not anomaly, anomaly"
13.233333333333333,"not anomaly, anomaly"
13.266666666666667,"not anomaly, anomaly"
13.3,"not anomaly, anomaly"
13.333333333333334,anomaly
13.366666666666667,anomaly
13.4,anomaly
13.433333333333334,anomaly
13.466666666666667,anomaly
13.5,anomaly
13.533333333333333,anomaly
13.566666666666666,anomaly
13.6,anomaly
13.633333333333333,anomaly
13.666666666666666,anomaly
13.7,anomaly
13.733333333333333,anomaly
13.766666666666667,anomaly
13.8,anomaly
13.833333333333334,anomaly
13.866666666666667,anomaly
13.9,anomaly
13.933333333333334,anomaly
13.966666666666667,anomaly
14.0,anomaly
14.033333333333333,anomaly
14.066666666666666,anomaly
14.1,anomaly
14.133333333333333,"not anomaly, anomaly"
14.166666666666666,"not anomaly, anomaly"
14.2,"not anomaly, anomaly"
14.233333333333333,"not anomaly, anomaly"
14.266666666666667,"not anomaly, anomaly"
14.3,"not anomaly, anomaly"
14.333333333333334,"not anomaly, anomaly"
14.366666666666667,"not anomaly, anomaly"
14.4,"not anomaly, anomaly"
14.433333333333334,"not anomaly, anomaly"
14.466666666666667,"not anomaly, anomaly"
14.5,anomaly
14.533333333333333,anomaly
14.566666666666666,anomaly
14.6,anomaly
14.633333333333333,anomaly
14.666666666666666,anomaly
14.7,"not anomaly, anomaly"
14.733333333333333,"not anomaly, anomaly"
14.766666666666667,anomaly
14.8,anomaly
14.833333333333334,anomaly
14.866666666666667,anomaly
14.9,anomaly
14.933333333333334,anomaly
14.966666666666667,anomaly
15.0,anomaly
15.033333333333333,anomaly
15.066666666666666,"not anomaly, anomaly"
15.1,anomaly
15.133333333333333,anomaly
15.166666666666666,"not anomaly, anomaly"
15.2,"not anomaly, anomaly"
15.233333333333333,"not anomaly, anomaly"
15.266666666666667,anomaly
15.3,anomaly
15.333333333333334,anomaly
15.366666666666667,anomaly
15.4,anomaly
15.433333333333334,anomaly
15.466666666666667,anomaly
15.5,anomaly
15.533333333333333,anomaly
15.566666666666666,anomaly
15.6,anomaly
15.633333333333333,anomaly
15.666666666666666,anomaly
15.7,anomaly
15.733333333333333,anomaly
15.766666666666667,anomaly
15.8,anomaly
15.833333333333334,anomaly
15.866666666666667,anomaly
15.9,anomaly
15.933333333333334,"not anomaly, anomaly"
15.966666666666667,anomaly
16.0,anomaly
16.033333333333335,anomaly
16.066666666666666,anomaly
16.1,anomaly
16.133333333333333,anomaly
16.166666666666668,anomaly
16.2,No objects detected
16.233333333333334,No objects detected
16.266666666666666,No objects detected
16.3,No objects detected
16.333333333333332,No objects detected
16.366666666666667,anomaly
16.4,anomaly
16.433333333333334,anomaly
16.466666666666665,anomaly
16.5,anomaly
16.533333333333335,"not anomaly, anomaly"
16.566666666666666,anomaly
16.6,anomaly
16.633333333333333,anomaly
16.666666666666668,anomaly
16.7,anomaly
16.733333333333334,anomaly
16.766666666666666,anomaly
16.8,anomaly
16.833333333333332,anomaly
16.866666666666667,anomaly
16.9,anomaly
16.933333333333334,anomaly
16.966666666666665,"not anomaly, anomaly"
17.0,"not anomaly, anomaly"
17.033333333333335,"not anomaly, anomaly"
17.066666666666666,"not anomaly, anomaly"
17.1,anomaly
17.133333333333333,anomaly
17.166666666666668,anomaly
17.2,anomaly
17.233333333333334,anomaly
17.266666666666666,anomaly
17.3,anomaly
17.333333333333332,"not anomaly, anomaly"
17.366666666666667,anomaly
17.4,anomaly
17.433333333333334,"not anomaly, anomaly"
17.466666666666665,"not anomaly, anomaly"
17.5,anomaly
17.533333333333335,"not anomaly, anomaly"
17.566666666666666,"not anomaly, anomaly"
17.6,"not anomaly, anomaly"
17.633333333333333,"not anomaly, anomaly"
17.666666666666668,"not anomaly, anomaly"
17.7,"not anomaly, anomaly"
17.733333333333334,"not anomaly, anomaly"
17.766666666666666,"not anomaly, anomaly"
17.8,"not anomaly, anomaly"
17.833333333333332,anomaly
17.866666666666667,anomaly
17.9,anomaly
17.933333333333334,anomaly
17.966666666666665,anomaly
18.0,anomaly
18.033333333333335,anomaly
18.066666666666666,anomaly
18.1,anomaly
18.133333333333333,anomaly
18.166666666666668,anomaly
18.2,anomaly
18.233333333333334,anomaly
18.266666666666666,anomaly
18.3,anomaly
18.333333333333332,anomaly
18.366666666666667,"not anomaly, anomaly"
18.4,"not anomaly, anomaly"
18.433333333333334,"not anomaly, anomaly"
18.466666666666665,"not anomaly, anomaly"
18.5,"not anomaly, anomaly"
18.533333333333335,"not anomaly, anomaly"
18.566666666666666,"not anomaly, anomaly"
18.6,"not anomaly, anomaly"
18.633333333333333,"not anomaly, anomaly"
18.666666666666668,"not anomaly, anomaly"
18.7,"not anomaly, anomaly"
18.733333333333334,"not anomaly, anomaly"
18.766666666666666,"not anomaly, anomaly"
18.8,"not anomaly, anomaly"
18.833333333333332,"not anomaly, anomaly"
18.866666666666667,"not anomaly, anomaly"
18.9,"not anomaly, anomaly"
18.933333333333334,"not anomaly, anomaly"
18.966666666666665,"not anomaly, anomaly"
19.0,"not anomaly, anomaly"
19.033333333333335,"not anomaly, anomaly"
19.066666666666666,"not anomaly, anomaly"
19.1,anomaly
19.133333333333333,anomaly
19.166666666666668,anomaly
19.2,anomaly
19.233333333333334,anomaly
19.266666666666666,anomaly
19.3,anomaly
19.333333333333332,anomaly
19.366666666666667,anomaly
19.4,anomaly
19.433333333333334,anomaly
19.466666666666665,anomaly
19.5,anomaly
19.533333333333335,anomaly
19.566666666666666,anomaly
19.6,anomaly
19.633333333333333,anomaly
19.666666666666668,anomaly
19.7,anomaly
19.733333333333334,anomaly
19.766666666666666,anomaly
19.8,anomaly
19.833333333333332,anomaly
19.866666666666667,anomaly
19.9,anomaly
19.933333333333334,anomaly
19.966666666666665,anomaly
20.0,anomaly
20.033333333333335,anomaly
20.066666666666666,anomaly
20.1,anomaly
20.133333333333333,anomaly
20.166666666666668,anomaly
20.2,anomaly
20.233333333333334,anomaly
20.266666666666666,anomaly
20.3,anomaly
20.333333333333332,anomaly
20.366666666666667,anomaly
20.4,anomaly
20.433333333333334,anomaly
